epoch,acc,categorical_crossentropy,categorical_focal_loss_fixed,loss,val_acc,val_categorical_crossentropy,val_categorical_focal_loss_fixed,val_loss
0,0.44789491997216424,2.237427230875112,0.4892013204661856,2.333317070639457,0.596437101910828,1.5835281466222872,0.33184763466476636,1.6789219276920246
1,0.6605123521224774,1.2789649689620621,0.2569661133494241,1.372430993022401,0.6780453821656051,1.222862732258572,0.2463716515310251,1.3142079247790537
2,0.7353318545581071,0.9769393180340799,0.1908817856430634,1.0660184782332816,0.6892914012738853,1.2310672182186393,0.25976054531753445,1.3179209630960111
3,0.7820111343075853,0.7855253101286991,0.1498214582742173,0.8702268434757148,0.7186504777070064,1.1369692687016384,0.23894490282626668,1.2196127745755918
4,0.8158816109951288,0.6513592652048431,0.12178264703295695,0.7320690429617153,0.7282046178343949,1.0721384040109672,0.2245386846031353,1.1510057202569999
5,0.9282359081419624,0.2528413647621165,0.04336903117526703,0.3308620000090878,0.7956807324840764,0.9474317408671045,0.21232304769526622,1.024610448035465
6,0.9671298712595685,0.12072614134401446,0.019195111881780056,0.19706777211022028,0.79578025477707,1.064067969846118,0.24530251158081043,1.1395889642132315
7,0.984570720250522,0.06110142405274815,0.008878101751624668,0.13578877541532763,0.7887141719745223,1.3253511942116318,0.3141819698036097,1.399201954625974
8,0.9944002261656228,0.026675680027125896,0.003431363491124609,0.09965940943880884,0.7910031847133758,1.4190584083271633,0.34061310891133206,1.491160235017728
9,0.9983581245650661,0.011129748039602975,0.0014149971682383905,0.0823096543052749,0.7992635350318471,1.5201657961128623,0.36785287471713535,1.5904225987993228
10,0.9997281663187195,0.00362437226166401,0.0004435372006608575,0.0736807476503615,0.791202229299363,1.6290939657171821,0.3953554351713247,1.6989580347279833
11,0.9997607863604732,0.0033426228874330116,0.0005301948065265254,0.07301382628699185,0.7967754777070064,1.5879494456728553,0.38493959567729075,1.6574276769237153
12,0.9998260264439806,0.0022771211499519827,0.00032596574434399286,0.07156237867572031,0.7964769108280255,1.6737881781189305,0.40729177605574296,1.7428804446177877
13,0.9999021398747391,0.0021992008209580477,0.0003363824730686717,0.07109909144825792,0.7897093949044586,1.7442854646664516,0.42511838864368995,1.8129931684512242
14,0.9998260264439806,0.002332175347301214,0.00039474844059403917,0.07084794026762559,0.7998606687898089,1.6549802430116447,0.4029590253047882,1.7233040048058625
15,0.9998477731384829,0.00251586317318092,0.000463214177240347,0.07064851512905618,0.7951831210191083,1.7268032004499132,0.4212244083262553,1.7947447091151194
16,0.9998477731384829,0.0022961896531681304,0.00042330388322089294,0.07004716740914659,0.7931926751592356,1.784715379499326,0.4358544045952475,1.8522758909091828
17,0.9999021398747391,0.0015352127376081182,0.00024259737841242655,0.06890612202920098,0.7916003184713376,1.801438219228368,0.43999473133664224,1.8686195657511426
18,0.9998586464857342,0.002507862922901467,0.0004953818572194004,0.06950047657816627,0.7946855095541401,1.7888453629366152,0.43712375830313205,1.8556493718153353
19,0.9999021398747391,0.0015922590213824123,0.00028304961264776353,0.06820824990151404,0.7945859872611465,1.805482732262581,0.4414324026768375,1.8719107558013528
20,0.9998912665274878,0.0017470326826887197,0.0003271512479558461,0.0679880071200674,0.7901074840764332,1.8373708854055708,0.4492643823859039,1.9034247789413306
21,0.9998260264439806,0.002602472742560575,0.0005444231678904752,0.0684702714792373,0.7962778662420382,1.8124576423578203,0.4433037319760414,1.8781393356383986
22,0.9998586464857342,0.002068173147029179,0.0004178901713152811,0.0675646141067759,0.7967754777070064,1.7954711021891065,0.43927597705346005,1.8607822994517673
